local_id,local_name,local_slug,supabase_id,supabase_name,supabase_slug,match_method,confidence,local_category,supabase_category,local_equipment,supabase_equipment,local_video_asset,supabase_media_path,status,reason
1583,Partner bench back extension,partner-bench-back-extension,64,Back Extension,back-extension,REVIEW,0.50,Lower Back,BACK and TRAPEZIUS,Other,Body Only,,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1584,Rack Pull - Gethin Variation,rack-pull,,,,UNMATCHED,0.00,Lower Back,,Other,,traps.mp4,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1585,Hex Bar Deadlift - Gethin Variation,hex-bar-deadlift,,,,UNMATCHED,0.00,Lower Back,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1586,Holman Deadlift,holman-deadlift,175,Deadlift,deadlift,REVIEW,0.50,Lower Back,BACK and TRAPEZIUS,Other,Barbell,,video/BACK and TRAPEZIUS/videos/Deadlift .mp4,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1587,ACFT Low-handle trap bar deadlift,low-handle-trap-bar-deadlift,,,,UNMATCHED,0.00,Lower Back,,Other,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1588,Neutral-grip lat pull-down,neutral-grip-lat-pulldown,65,Wide-Grip Lat Pulldown,wide-grip-lat-pulldown,REVIEW,0.60,Lower Back,BACK and TRAPEZIUS,Cable,Bodyweight,,video/BACK and TRAPEZIUS/gif-female/wide-grip lat pulldown femme.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1589,Seated cable deadlift,seated-cable-deadlift,59,Seated Cable Row,seated-cable-row,REVIEW,0.50,Lower Back,BACK and TRAPEZIUS,Cable,Cable,,video/BACK and TRAPEZIUS/gif-female/cable-seated-row femme.gif,REVIEW,candidate similarity score 0.50
1590,Cable stiff-legged deadlift,cable-stiff-legged-deadlift,602,Dumbbell Stiff Legged Deadlift,dumbbell-stiff-legged-deadlift,REVIEW,0.60,Lower Back,full legs,Cable,Dumbbell,,video/full legs/gif-male/Dumbbell Stiff-Legged Deadlift male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1591,Single-leg cable stiff-legged deadlift,single-leg-cable-stiff-legged-deadlift,523,Stiff Leg Deadlift,stiff-leg-deadlift,REVIEW,0.50,Lower Back,full legs,Cable,Barbell,,video/full legs/gif-male/stiff leg deadlift male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1592,UNS Banded Dumbbell Romanian Deadlift,uns-banded-dumbbell-romanian-deadlift,,,,UNMATCHED,0.00,Lower Back,,Cable,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1593,Seated Back Extension,seated-back-extension,64,Back Extension,back-extension,REVIEW,0.67,Lower Back,BACK and TRAPEZIUS,Machine,Body Only,,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,CONFLICT,candidate similarity score 0.67; incompatible  equipment
1594,Back extension,back-extension,64,Back Extension,back-extension,EXACT_SLUG,1.00,Lower Back,BACK and TRAPEZIUS,Body Only,Body Only,Back Extensions .mp4,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: back extension; local alias equals Supabase slug: back extension; local linked video filename equals Supabase media filename: Back Extensions .mp4
1595,Hyperextensions With No Hyperextension Bench,hyperextensions-with-no-hyperextension-bench,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1596,Superman,superman,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1597,Hug A Ball,hug-a-ball,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1598,Child's pose,child-s-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1599,Pelvic Tilt Into Bridge,pelvic-tilt-into-bridge,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1600,Hug Knees To Chest,hug-knees-to-chest,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1601,Pyramid,pyramid,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1602,Partner Superman with alternating high-five,partner-superman-with-alternating-high-five,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1603,Yoga plex,yoga-plex,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1604,TBS Back Extension,tbs-back-extension,64,Back Extension,back-extension,HIGH_CONFIDENCE,0.67,Lower Back,BACK and TRAPEZIUS,Body Only,Body Only,,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
1605,Lower Back Stretch - Yates Variation,lower-back-stretch-yates,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1606,Hyperextension - Gethin Variation,hyperextension,64,Back Extension,back-extension,ALIAS_MEDIA_MATCH,0.99,Lower Back,BACK and TRAPEZIUS,Body Only,Body Only,Back Extensions .mp4,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,VERIFIED,local linked video filename equals Supabase media filename: Back Extensions .mp4
1607,Back Extension - Gethin Variation,back-extension,64,Back Extension,back-extension,EXACT_SLUG,1.00,Lower Back,BACK and TRAPEZIUS,Body Only,Body Only,Back Extensions .mp4,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: back extension; local alias equals Supabase slug: back extension; local linked video filename equals Supabase media filename: Back Extensions .mp4
1608,HM Banana Stretch,hm-banana-stretch,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1609,HM T-Spine Stretch on Wall,hm-t-spine-stretch-on-wall,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1610,HM Child's Pose,hm-child-s-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1611,HM Cobra,hm-cobra,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1612,HM Cobra With Arm Retraction,hm-cobra-with-arm-retraction,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1613,HM Dive-Bomber,hm-dive-bomber,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1614,HM Downward-Facing Dog Pose,hm-downward-facing-dog-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1615,HM Downward Dog To Left Leg Extension To Warrior Pose,hm-downward-dog-to-left-leg-extension-to-warrior-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1616,HM Downward Dog To Right Leg Extension To Warrior Pose,hm-downward-dog-to-right-leg-extension-to-warrior-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1617,HM Spine Twist,hm-spine-twist,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1618,HM Good Morning,hm-good-morning,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1619,HM Rag Doll,hm-rag-doll,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1620,HM Upward-Facing Dog Pose,hm-upward-facing-dog-pose,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1621,Superman-,superman,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1622,Weighted back extension,weighted-back-extension,64,Back Extension,back-extension,HIGH_CONFIDENCE,0.67,Lower Back,BACK and TRAPEZIUS,Body Only,Body Only,,video/BACK and TRAPEZIUS/gif-female/Trunk hyperextension femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
1623,MetaBurn Alternating Superman,metaburn-alternating-superman,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1624,MetaBurn Swimmer,metaburn-swimmer,,,,UNMATCHED,0.00,Lower Back,,Body Only,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1625,Dancer's Stretch,dancer-s-stretch,,,,UNMATCHED,0.00,Lower Back,,None,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1626,Cat Stretch,cat-stretch,,,,UNMATCHED,0.00,Lower Back,,None,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1627,Crossover Reverse Lunge,crossover-reverse-lunge,515,Deficit Reverse Lunge,deficit-reverse-lunge,REVIEW,0.50,Lower Back,full legs,None,Bodyweight,,video/full legs/videos/Deficit reverse lunge.mp4,CONFLICT,candidate similarity score 0.50; incompatible category
1628,Standing Pelvic Tilt,standing-pelvic-tilt,,,,UNMATCHED,0.00,Lower Back,,None,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1629,Exercise ball weighted hyperextension,exercise-ball-weighted-hyperextension,,,,UNMATCHED,0.00,Lower Back,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1630,Exercise ball rear delt fly,exercise-ball-rear-delt-fly,184,Rear Delt Fly,rear-delt-fly,REVIEW,0.60,Lower Back,BACK and TRAPEZIUS,Exercise Ball,Barbell,,video/BACK and TRAPEZIUS/videos/Rear Delt Fly.mp4,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1631,Lying rear delt Y,lying-rear-delt-y,,,,UNMATCHED,0.00,Lower Back,,Exercise Ball,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1632,Partner Facing Feet-Elevated Side Plank With Band Row,partner-facing-feet-elevated-side-plank-with-band-row,,,,UNMATCHED,0.00,Middle Back,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1633,Partner side plank band row,partner-side-plank-band-row,,,,UNMATCHED,0.00,Middle Back,,Bands,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1634,Band-assisted chin-up,band-assisted-chinup,57,Band-Assisted Pull-Up,band-assisted-pull-up,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Bands,Bands,,video/BACK and TRAPEZIUS/gif-female/band-assisted-pull-up  femme.gif,REVIEW,candidate similarity score 0.50
1635,30 Back Band-Assisted Pull-Up,band-assisted-pullup,57,Band-Assisted Pull-Up,band-assisted-pull-up,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Bands,Bands,,video/BACK and TRAPEZIUS/gif-female/band-assisted-pull-up  femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: band assisted pullup; local alias equals Supabase slug: band assisted pullup
1636,30 Back Reverse-Grip Band-Assisted Pull-Up,reverse-grip-band-assisted-pullup,57,Band-Assisted Pull-Up,band-assisted-pull-up,HIGH_CONFIDENCE,0.60,Middle Back,BACK and TRAPEZIUS,Bands,Bands,,video/BACK and TRAPEZIUS/gif-female/band-assisted-pull-up  femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.60
1637,Band bent-over row,band-bent-over-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.60,Middle Back,BACK and TRAPEZIUS,Bands,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1638,Heavy band bent-over row,heavy-band-bent-over-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Bands,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1639,Reverse-grip bent-over row,reverse-grip-bent-over-row,66,Wide-Grip Pronated Bent-Over Row,wide-grip-pronated-bent-over-row,REVIEW,0.57,Middle Back,BACK and TRAPEZIUS,Barbell,Bodyweight,,video/BACK and TRAPEZIUS/gif-female/Wide-grip pronated bent-over row femme.gif,CONFLICT,candidate similarity score 0.57; incompatible  equipment
1640,One-Arm Long Bar Row,single-arm-long-bar-row,147,Standing Single-Arm T-Bar Row,standing-single-arm-t-bar-row,REVIEW,0.57,Middle Back,BACK and TRAPEZIUS,Barbell,Bodyweight,,video/BACK and TRAPEZIUS/gif-male/standing T-bar row single arm male.gif,CONFLICT,candidate similarity score 0.57; incompatible  equipment
1641,Bent Over Barbell Row,bent-over-barbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: bent over barbell row; local alias equals Supabase slug: bent over barbell row
1642,Yates Row Reverse Grip,yates-row-reverse-grip,67,Yates Row,yates-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-female/Yates-row femme.gif,REVIEW,candidate similarity score 0.50
1643,Pendlay Row,pendlay-row,166,Cable Back Row 3,cable-back-row-3,REVIEW,0.60,Middle Back,BACK and TRAPEZIUS,Barbell,Cable,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/videos/Cable Back Row 3.mp4,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1644,Straight Bar Bench Mid Rows,straight-bar-bench-mid-row,,,,UNMATCHED,0.00,Middle Back,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1645,Barbell seal row,barbell-seal-row,69,Barbell Row,barbell-row,HIGH_CONFIDENCE,0.67,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/barbell row male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
1646,Yates Row,yates-row,67,Yates Row,yates-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-female/Yates-row femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: yates row; local alias equals Supabase slug: yates row
1647,Plate Row,plate-row,,,,UNMATCHED,0.00,Middle Back,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1648,Barbell Deadlift Bent Row Complex,barbell-deadlift-bent-row-complex,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,REVIEW,candidate similarity score 0.50
1649,Single-Arm Landmine Row,single-arm-landmine-row,114,Landmine Row,landmine-row,ALIAS_MEDIA_MATCH,0.99,Middle Back,BACK and TRAPEZIUS,Barbell,Bodyweight,Landmine Row.mp4,video/BACK and TRAPEZIUS/gif-male/landmine-row male.gif,CONFLICT,local linked video filename equals Supabase media filename: Landmine Row.mp4; incompatible  equipment
1650,TBS T-Bar Row,tbs-t-bar-row,151,T-Bar Row,t-bar-row,REVIEW,0.74,Middle Back,BACK and TRAPEZIUS,Barbell,Other,,video/BACK and TRAPEZIUS/gif-male/t-bar-row-muscles male.gif,CONFLICT,candidate similarity score 0.75; incompatible  equipment
1651,TBS Deficit Deadlift,tbs-deficit-deadlift,,,,UNMATCHED,0.00,Middle Back,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1652,Bent-Over Barbell Row - Gethin Variation,bent-over-barbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: bent over barbell row; local alias equals Supabase slug: bent over barbell row
1653,Barbell bent-over row,barbell-bent-over-row,78,Bent-Over Barbell Row,bent-over-barbell-row,HIGH_CONFIDENCE,0.92,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,HIGH_CONFIDENCE,context-constrained similarity score 1.00
1654,UN Barbell Rack Pull,un-barbell-rack-pull,,,,UNMATCHED,0.00,Middle Back,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1655,UN Barbell Scrape The Rack,un-barbell-scrape-the-rack,,,,UNMATCHED,0.00,Middle Back,,Barbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1656,Barbell deadlift bent-over row complex,barbell-deadlift-bent-over-row-complex,78,Bent-Over Barbell Row,bent-over-barbell-row,HIGH_CONFIDENCE,0.67,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.67
1657,30 Back Barbell Deadlift,barbell-deadlift,592,Barbell Deadlift,barbell-deadlift,EXACT_SLUG,1.00,Middle Back,full legs,Barbell,Barbell,Deadlift .mp4,video/full legs/gif-male/barbell deadlift male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: barbell deadlift; local alias equals Supabase slug: barbell deadlift
1658,30 Back Bent-Over Barbell Row,bent-over-barbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: bent over barbell row; local alias equals Supabase slug: bent over barbell row
1659,30 Back T-Bar Row,t-bar-row,151,T-Bar Row,t-bar-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Barbell,Other,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-male/t-bar-row-muscles male.gif,CONFLICT,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: t bar row; local alias equals Supabase slug: t bar row; incompatible  equipment
1660,30 Back Underhand Bent-Over Barbell Row,underhand-bent-over-barbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,HIGH_CONFIDENCE,0.80,Middle Back,BACK and TRAPEZIUS,Barbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.80
1661,Kettlebell alternating renegade row,kettlebell-alternating-renegade-row,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1662,Alternating Kettlebell Row,alternating-kettlebell-row,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1663,Two-Arm Kettlebell Row,two-arm-kettlebell-row,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1664,Kettlebell bent-over row to clean,kettlebell-bent-over-row-to-clean,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1665,UP Deficit Kettlebell Stiff-Legged Deadlift,up-deficit-kettlebell-stiff-legged-deadlift,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1666,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,dagger-grip-double-kettlebell-gorilla-row,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1667,FYR2 Double-Kettlebell Swing Clean,double-kettlebell-swing-clean,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1668,Single-arm kettlebell row-,single-arm-kettlebell-row,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,REVIEW,0.60,Middle Back,BACK and TRAPEZIUS,Kettlebells,Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1669,FYR2 Ascending-Rep Swing-Squat Complex,ascending-rep-swing-squat-complex,,,,UNMATCHED,0.00,Middle Back,,Kettlebells,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1670,One-Arm Dumbbell Row,single-arm-dumbbell-row,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,EXACT_SLUG,1.00,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: single arm dumbbell row; local alias equals Supabase slug: single arm dumbbell row
1671,Incline dumbbell row,incline-dumbbell-row,107,Incline Bench Dumbbell Row,incline-bench-dumbbell-row,HIGH_CONFIDENCE,0.75,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-male/Incline bench dumbbell rowIncline bench dumbbell row male.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
1672,Bent Over Two-Dumbbell Row With Palms In,bent-over-two-dumbbell-row-with-palms-in,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1673,Man-maker,man-maker,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1674,Dumbbell bent-over row,dumbbell-bent-over-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.60,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.60; incompatible  equipment
1675,Middle Back Shrug,middle-back-shrug,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1676,Dumbbell pull-over to skullcrusher,dumbbell-pullover-to-skull-crusher,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1677,Dumbbell Fix Single-Arm Dumbbell Row,dumbbell-fix-single-arm-dumbbell-row,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,HIGH_CONFIDENCE,0.80,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.80
1678,Dumbbell Fix Bent-Over Dumbbell Row,dumbbell-fix-bent-over-dumbbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1679,Dumbbell Seal Row - Gethin Variation,dumbbell-seal-row,98,Dumbbell Upright Row,dumbbell-upright-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-male/Dumbbell upright row male.gif,REVIEW,candidate similarity score 0.50
1680,Decline dumbbell chest fly,decline-dumbbell-chest-fly,236,Dumbbell Chest Fly,dumbbell-chest-fly,REVIEW,0.74,Middle Back,Chest,Dumbbell,Dumbbell,,video/Chest/gif-male/Crucifico com halteres male.gif,CONFLICT,candidate similarity score 0.75; incompatible category
1681,TBS Bent-Over Dumbbell Row,tbs-bent-over-dumbbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1682,HM Alternating Bent-Over Quick Row,hm-alternating-bent-over-quick-row,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1683,HM Bent-Over Dumbbell Row,hm-bent-over-dumbbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1684,AM Single Arm Row,single-arm-row,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,HIGH_CONFIDENCE,0.75,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,Cable Back Row 1.mp4,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.75
1685,Dumbbell stiff-legged deadlift,dumbbell-stiff-legged-deadlift,602,Dumbbell Stiff Legged Deadlift,dumbbell-stiff-legged-deadlift,EXACT_SLUG,1.00,Middle Back,full legs,Dumbbell,Dumbbell,,video/full legs/gif-male/Dumbbell Stiff-Legged Deadlift male.gif,VERIFIED,local derived slug equals Supabase slug; normalized local name equals normalized Supabase name; local alias equals Supabase name: dumbbell stiff legged deadlift; local alias equals Supabase slug: dumbbell stiff legged deadlift
1686,Single-arm bench dumbbell row,single-arm-bench-dumbbell-row,63,Single-Arm Dumbbell Row,single-arm-dumbbell-row,HIGH_CONFIDENCE,0.80,Middle Back,BACK and TRAPEZIUS,Dumbbell,Dumbbell,,video/BACK and TRAPEZIUS/gif-female/Single-arm row with bench support femme.gif,HIGH_CONFIDENCE,context-constrained similarity score 0.80
1687,UN Bent-Over Dumbbell Row,un-bent-over-dumbbell-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
1688,UN Dumbbell RDL,un-dumbbell-rdl,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1689,UN Chest Supported Row,un-chest-supported-row,,,,UNMATCHED,0.00,Middle Back,,Dumbbell,,,,UNMATCHED,no deterministic Supabase slug/name/alias/media match
1690,MetaBurn Bent-Over Renegade Row,metaburn-bent-over-renegade-row,78,Bent-Over Barbell Row,bent-over-barbell-row,REVIEW,0.50,Middle Back,BACK and TRAPEZIUS,Dumbbell,Barbell,,video/BACK and TRAPEZIUS/gif-male/Bent-Over Barbell Row male.gif,CONFLICT,candidate similarity score 0.50; incompatible  equipment
